account_id,district_id,frequency,parseddate,year,month,day,date
A00002802,1,Monthly Issuance,2013-09-16,2013,9,16,2013-09-16
A00000034,67,Weekly Issuance,2013-09-17,2013,9,17,2013-09-17
A00007133,1,Monthly Issuance,2013-09-17,2013,9,17,2013-09-17
A00000699,1,Monthly Issuance,2013-09-17,2013,9,17,2013-09-17
A00002282,29,Weekly Issuance,2013-09-17,2013,9,17,2013-09-17
A00008489,19,Monthly Issuance,2013-09-18,2013,9,18,2013-09-18
A00000837,46,Monthly Issuance,2013-09-18,2013,9,18,2013-09-18
A00008759,1,Monthly Issuance,2013-09-18,2013,9,18,2013-09-18
A00001602,33,Monthly Issuance,2013-09-19,2013,9,19,2013-09-19
A00002958,48,Monthly Issuance,2013-09-19,2013,9,19,2013-09-19
A00003408,62,Monthly Issuance,2013-09-19,2013,9,19,2013-09-19
A00000153,77,Monthly Issuance,2013-09-19,2013,9,19,2013-09-19
A00003268,21,Monthly Issuance,2013-09-20,2013,9,20,2013-09-20
A00000854,62,Monthly Issuance,2013-09-21,2013,9,21,2013-09-21
A00001831,1,Monthly Issuance,2013-09-21,2013,9,21,2013-09-21
A00000039,36,Monthly Issuance,2013-09-22,2013,9,22,2013-09-22
A00001811,40,Monthly Issuance,2013-09-22,2013,9,22,2013-09-22
A00003822,8,Monthly Issuance,2013-09-22,2013,9,22,2013-09-22
A00001404,7,Weekly Issuance,2013-09-22,2013,9,22,2013-09-22
A00000517,76,Monthly Issuance,2013-09-22,2013,9,22,2013-09-22
A00001440,55,Monthly Issuance,2013-09-22,2013,9,22,2013-09-22
A00003505,46,Monthly Issuance,2013-09-23,2013,9,23,2013-09-23
A00001804,20,Weekly Issuance,2013-09-23,2013,9,23,2013-09-23
A00002617,1,Monthly Issuance,2013-09-24,2013,9,24,2013-09-24
A00000467,74,Monthly Issuance,2013-09-24,2013,9,24,2013-09-24
A00004437,40,Monthly Issuance,2013-09-24,2013,9,24,2013-09-24
A00001453,61,Weekly Issuance,2013-09-25,2013,9,25,2013-09-25
A00003977,7,Monthly Issuance,2013-09-25,2013,9,25,2013-09-25
A00008982,64,Monthly Issuance,2013-09-25,2013,9,25,2013-09-25
A00000027,73,Monthly Issuance,2013-09-26,2013,9,26,2013-09-26
A00004511,33,Monthly Issuance,2013-09-26,2013,9,26,2013-09-26
A00001052,61,Monthly Issuance,2013-09-27,2013,9,27,2013-09-27
A00010227,62,Issuance After Transaction,2013-09-27,2013,9,27,2013-09-27
A00003171,61,Monthly Issuance,2013-09-28,2013,9,28,2013-09-28
A00000228,5,Monthly Issuance,2013-09-28,2013,9,28,2013-09-28
A00003618,29,Monthly Issuance,2013-09-29,2013,9,29,2013-09-29
A00001016,40,Monthly Issuance,2013-09-29,2013,9,29,2013-09-29
A00000015,70,Monthly Issuance,2013-10-02,2013,10,2,2013-10-02
A00003237,20,Monthly Issuance,2013-10-02,2013,10,2,2013-10-02
A00001485,36,Monthly Issuance,2013-10-03,2013,10,3,2013-10-03
A00007769,23,Monthly Issuance,2013-10-03,2013,10,3,2013-10-03
A00002613,26,Monthly Issuance,2013-10-03,2013,10,3,2013-10-03
A00002201,8,Monthly Issuance,2013-10-05,2013,10,5,2013-10-05
A00001896,74,Monthly Issuance,2013-10-05,2013,10,5,2013-10-05
A00005387,1,Monthly Issuance,2013-10-05,2013,10,5,2013-10-05
A00003535,1,Monthly Issuance,2013-10-05,2013,10,5,2013-10-05
A00001120,1,Monthly Issuance,2013-10-05,2013,10,5,2013-10-05
A00000235,41,Monthly Issuance,2013-10-06,2013,10,6,2013-10-06
A00003701,76,Monthly Issuance,2013-10-06,2013,10,6,2013-10-06
A00001516,67,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00004543,33,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00002427,70,Weekly Issuance,2013-10-08,2013,10,8,2013-10-08
A00001981,64,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00008566,74,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00000678,17,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00004659,56,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00004059,34,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00004013,73,Issuance After Transaction,2013-10-08,2013,10,8,2013-10-08
A00007011,75,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00002132,76,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00001816,44,Monthly Issuance,2013-10-08,2013,10,8,2013-10-08
A00002623,58,Monthly Issuance,2013-10-09,2013,10,9,2013-10-09
A00002793,47,Monthly Issuance,2013-10-09,2013,10,9,2013-10-09
A00002479,18,Monthly Issuance,2013-10-09,2013,10,9,2013-10-09
A00011135,75,Monthly Issuance,2013-10-10,2013,10,10,2013-10-10
A00008041,1,Monthly Issuance,2013-10-10,2013,10,10,2013-10-10
A00000492,5,Monthly Issuance,2013-10-10,2013,10,10,2013-10-10
A00000799,56,Monthly Issuance,2013-10-10,2013,10,10,2013-10-10
A00003972,51,Monthly Issuance,2013-10-11,2013,10,11,2013-10-11
A00001468,54,Monthly Issuance,2013-10-11,2013,10,11,2013-10-11
A00000624,70,Monthly Issuance,2013-10-11,2013,10,11,2013-10-11
A00003483,40,Monthly Issuance,2013-10-12,2013,10,12,2013-10-12
A00004260,56,Monthly Issuance,2013-10-14,2013,10,14,2013-10-14
A00000616,43,Monthly Issuance,2013-10-14,2013,10,14,2013-10-14
A00000931,59,Monthly Issuance,2013-10-15,2013,10,15,2013-10-15
A00000102,11,Monthly Issuance,2013-10-16,2013,10,16,2013-10-16
A00000540,75,Monthly Issuance,2013-10-16,2013,10,16,2013-10-16
A00002660,1,Weekly Issuance,2013-10-17,2013,10,17,2013-10-17
A00004287,1,Monthly Issuance,2013-10-17,2013,10,17,2013-10-17
A00003551,6,Monthly Issuance,2013-10-17,2013,10,17,2013-10-17
A00002072,41,Monthly Issuance,2013-10-17,2013,10,17,2013-10-17
A00004119,77,Monthly Issuance,2013-10-18,2013,10,18,2013-10-18
A00001345,28,Monthly Issuance,2013-10-19,2013,10,19,2013-10-19
A00001565,36,Monthly Issuance,2013-10-20,2013,10,20,2013-10-20
A00002824,11,Monthly Issuance,2013-10-20,2013,10,20,2013-10-20
A00002052,61,Monthly Issuance,2013-10-20,2013,10,20,2013-10-20
A00001767,21,Monthly Issuance,2013-10-20,2013,10,20,2013-10-20
A00002140,75,Monthly Issuance,2013-10-21,2013,10,21,2013-10-21
A00001051,35,Monthly Issuance,2013-10-21,2013,10,21,2013-10-21
A00003927,56,Monthly Issuance,2013-10-22,2013,10,22,2013-10-22
A00002050,1,Monthly Issuance,2013-10-22,2013,10,22,2013-10-22
A00002276,31,Monthly Issuance,2013-10-22,2013,10,22,2013-10-22
A00000126,5,Monthly Issuance,2013-10-23,2013,10,23,2013-10-23
A00002859,11,Monthly Issuance,2013-10-23,2013,10,23,2013-10-23
A00002667,23,Monthly Issuance,2013-10-23,2013,10,23,2013-10-23
A00001789,46,Monthly Issuance,2013-10-23,2013,10,23,2013-10-23
A00000838,47,Monthly Issuance,2013-10-23,2013,10,23,2013-10-23
A00003264,70,Monthly Issuance,2013-10-23,2013,10,23,2013-10-23
A00000198,70,Monthly Issuance,2013-10-25,2013,10,25,2013-10-25
A00002345,5,Monthly Issuance,2013-10-25,2013,10,25,2013-10-25
A00005256,72,Issuance After Transaction,2013-10-25,2013,10,25,2013-10-25
A00000040,64,Monthly Issuance,2013-10-25,2013,10,25,2013-10-25
A00000419,13,Monthly Issuance,2013-10-25,2013,10,25,2013-10-25
A00003892,43,Monthly Issuance,2013-10-25,2013,10,25,2013-10-25
A00001217,69,Monthly Issuance,2013-10-25,2013,10,25,2013-10-25
A00000397,11,Monthly Issuance,2013-10-26,2013,10,26,2013-10-26
A00003146,68,Monthly Issuance,2013-10-26,2013,10,26,2013-10-26
A00000287,16,Monthly Issuance,2013-10-27,2013,10,27,2013-10-27
A00002180,45,Monthly Issuance,2013-10-27,2013,10,27,2013-10-27
A00000354,59,Monthly Issuance,2013-10-28,2013,10,28,2013-10-28
A00000259,2,Monthly Issuance,2013-10-28,2013,10,28,2013-10-28
A00001666,67,Monthly Issuance,2013-10-30,2013,10,30,2013-10-30
A00001495,36,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00002582,28,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00004470,16,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00001381,57,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00002435,38,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00000542,1,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00001123,13,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00003225,1,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00001133,1,Monthly Issuance,2013-11-01,2013,11,1,2013-11-01
A00003086,1,Monthly Issuance,2013-11-02,2013,11,2,2013-11-02
A00002250,35,Monthly Issuance,2013-11-02,2013,11,2,2013-11-02
A00000340,1,Monthly Issuance,2013-11-03,2013,11,3,2013-11-03
A00004079,52,Monthly Issuance,2013-11-03,2013,11,3,2013-11-03
A00000841,1,Monthly Issuance,2013-11-04,2013,11,4,2013-11-04
A00002269,6,Monthly Issuance,2013-11-04,2013,11,4,2013-11-04
A00002867,30,Monthly Issuance,2013-11-04,2013,11,4,2013-11-04
A00003371,68,Monthly Issuance,2013-11-04,2013,11,4,2013-11-04
A00000520,60,Monthly Issuance,2013-11-04,2013,11,4,2013-11-04
A00000743,10,Monthly Issuance,2013-11-05,2013,11,5,2013-11-05
A00003640,10,Monthly Issuance,2013-11-05,2013,11,5,2013-11-05
A00003354,63,Monthly Issuance,2013-11-05,2013,11,5,2013-11-05
A00000107,64,Monthly Issuance,2013-11-05,2013,11,5,2013-11-05
A00000243,55,Weekly Issuance,2013-11-06,2013,11,6,2013-11-06
A00003687,71,Monthly Issuance,2013-11-06,2013,11,6,2013-11-06
A00001984,73,Monthly Issuance,2013-11-07,2013,11,7,2013-11-07
A00004173,1,Monthly Issuance,2013-11-08,2013,11,8,2013-11-08
A00002700,74,Monthly Issuance,2013-11-08,2013,11,8,2013-11-08
A00002318,73,Monthly Issuance,2013-11-08,2013,11,8,2013-11-08
A00007965,55,Monthly Issuance,2013-11-08,2013,11,8,2013-11-08
A00003352,42,Monthly Issuance,2013-11-08,2013,11,8,2013-11-08
A00004255,70,Weekly Issuance,2013-11-08,2013,11,8,2013-11-08
A00000073,72,Monthly Issuance,2013-11-08,2013,11,8,2013-11-08
A00003948,1,Monthly Issuance,2013-11-09,2013,11,9,2013-11-09
A00000648,13,Monthly Issuance,2013-11-09,2013,11,9,2013-11-09
A00003688,70,Monthly Issuance,2013-11-10,2013,11,10,2013-11-10
A00000462,29,Monthly Issuance,2013-11-10,2013,11,10,2013-11-10
A00003243,1,Monthly Issuance,2013-11-10,2013,11,10,2013-11-10
A00008625,64,Monthly Issuance,2013-11-10,2013,11,10,2013-11-10
A00000321,47,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00003548,23,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00005984,11,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00003091,3,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00000626,72,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00000998,47,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00003326,5,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00002457,76,Monthly Issuance,2013-11-11,2013,11,11,2013-11-11
A00002549,74,Monthly Issuance,2013-11-12,2013,11,12,2013-11-12
A00001947,35,Monthly Issuance,2013-11-12,2013,11,12,2013-11-12
A00002738,41,Monthly Issuance,2013-11-12,2013,11,12,2013-11-12
A00001809,1,Weekly Issuance,2013-11-12,2013,11,12,2013-11-12
A00000519,24,Monthly Issuance,2013-11-12,2013,11,12,2013-11-12
A00002665,61,Monthly Issuance,2013-11-13,2013,11,13,2013-11-13
A00001114,6,Weekly Issuance,2013-11-13,2013,11,13,2013-11-13
A00008957,1,Monthly Issuance,2013-11-13,2013,11,13,2013-11-13
A00002271,68,Monthly Issuance,2013-11-13,2013,11,13,2013-11-13
A00000196,4,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00003218,41,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00003660,74,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00000787,10,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00003820,1,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00010906,76,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00000914,73,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00009656,61,Monthly Issuance,2013-11-14,2013,11,14,2013-11-14
A00001941,60,Monthly Issuance,2013-11-15,2013,11,15,2013-11-15
A00003617,22,Monthly Issuance,2013-11-15,2013,11,15,2013-11-15
A00003370,49,Monthly Issuance,2013-11-15,2013,11,15,2013-11-15
A00001664,56,Monthly Issuance,2013-11-15,2013,11,15,2013-11-15
A00004337,29,Monthly Issuance,2013-11-16,2013,11,16,2013-11-16
A00002557,40,Monthly Issuance,2013-11-17,2013,11,17,2013-11-17
A00001527,31,Issuance After Transaction,2013-11-17,2013,11,17,2013-11-17
A00003938,57,Monthly Issuance,2013-11-17,2013,11,17,2013-11-17
A00001686,11,Monthly Issuance,2013-11-18,2013,11,18,2013-11-18
A00010670,60,Monthly Issuance,2013-11-18,2013,11,18,2013-11-18
A00003309,66,Monthly Issuance,2013-11-20,2013,11,20,2013-11-20
A00003107,5,Monthly Issuance,2013-11-20,2013,11,20,2013-11-20
A00008377,29,Monthly Issuance,2013-11-20,2013,11,20,2013-11-20
A00000345,5,Monthly Issuance,2013-11-20,2013,11,20,2013-11-20
A00000498,1,Monthly Issuance,2013-11-21,2013,11,21,2013-11-21
A00003571,39,Monthly Issuance,2013-11-21,2013,11,21,2013-11-21
A00005991,1,Monthly Issuance,2013-11-21,2013,11,21,2013-11-21
A00001128,74,Monthly Issuance,2013-11-21,2013,11,21,2013-11-21
A00010439,66,Monthly Issuance,2013-11-21,2013,11,21,2013-11-21
A00001302,55,Monthly Issuance,2013-11-21,2013,11,21,2013-11-21
A00010788,67,Weekly Issuance,2013-11-22,2013,11,22,2013-11-22
A00004343,31,Monthly Issuance,2013-11-22,2013,11,22,2013-11-22
A00002460,1,Monthly Issuance,2013-11-22,2013,11,22,2013-11-22
A00001931,20,Monthly Issuance,2013-11-23,2013,11,23,2013-11-23
A00002972,12,Monthly Issuance,2013-11-23,2013,11,23,2013-11-23
A00001286,66,Issuance After Transaction,2013-11-23,2013,11,23,2013-11-23
A00001235,76,Monthly Issuance,2013-11-23,2013,11,23,2013-11-23
A00004385,23,Monthly Issuance,2013-11-23,2013,11,23,2013-11-23
A00007449,1,Monthly Issuance,2013-11-24,2013,11,24,2013-11-24
A00000545,54,Monthly Issuance,2013-11-24,2013,11,24,2013-11-24
A00000245,65,Monthly Issuance,2013-11-25,2013,11,25,2013-11-25
A00000688,74,Monthly Issuance,2013-11-25,2013,11,25,2013-11-25
A00000173,66,Monthly Issuance,2013-11-26,2013,11,26,2013-11-26
A00010904,48,Monthly Issuance,2013-11-26,2013,11,26,2013-11-26
A00007844,1,Monthly Issuance,2013-11-26,2013,11,26,2013-11-26
A00006353,26,Monthly Issuance,2013-11-26,2013,11,26,2013-11-26
A00000604,12,Monthly Issuance,2013-11-26,2013,11,26,2013-11-26
A00006806,1,Monthly Issuance,2013-11-26,2013,11,26,2013-11-26
A00005927,15,Monthly Issuance,2013-11-26,2013,11,26,2013-11-26
A00002419,24,Monthly Issuance,2013-11-27,2013,11,27,2013-11-27
A00001288,11,Monthly Issuance,2013-11-27,2013,11,27,2013-11-27
A00003003,18,Monthly Issuance,2013-11-27,2013,11,27,2013-11-27
A00010131,1,Monthly Issuance,2013-11-27,2013,11,27,2013-11-27
A00001952,70,Monthly Issuance,2013-11-28,2013,11,28,2013-11-28
A00000651,72,Monthly Issuance,2013-11-28,2013,11,28,2013-11-28
A00002989,4,Monthly Issuance,2013-11-28,2013,11,28,2013-11-28
A00001499,47,Monthly Issuance,2013-11-28,2013,11,28,2013-11-28
A00000426,1,Monthly Issuance,2013-11-29,2013,11,29,2013-11-29
A00003570,44,Monthly Issuance,2013-11-29,2013,11,29,2013-11-29
A00004237,18,Monthly Issuance,2013-11-29,2013,11,29,2013-11-29
A00002739,59,Monthly Issuance,2013-11-29,2013,11,29,2013-11-29
A00004526,63,Monthly Issuance,2013-11-29,2013,11,29,2013-11-29
A00001621,75,Monthly Issuance,2013-12-01,2013,12,1,2013-12-01
A00000344,54,Monthly Issuance,2013-12-01,2013,12,1,2013-12-01
A00001359,8,Monthly Issuance,2013-12-02,2013,12,2,2013-12-02
A00000290,56,Monthly Issuance,2013-12-02,2013,12,2,2013-12-02
A00000066,48,Issuance After Transaction,2013-12-03,2013,12,3,2013-12-03
A00001314,48,Monthly Issuance,2013-12-03,2013,12,3,2013-12-03
A00003145,4,Monthly Issuance,2013-12-03,2013,12,3,2013-12-03
A00001204,29,Monthly Issuance,2013-12-03,2013,12,3,2013-12-03
A00000437,43,Monthly Issuance,2013-12-03,2013,12,3,2013-12-03
A00002063,1,Monthly Issuance,2013-12-04,2013,12,4,2013-12-04
A00003087,15,Monthly Issuance,2013-12-04,2013,12,4,2013-12-04
A00002588,5,Monthly Issuance,2013-12-04,2013,12,4,2013-12-04
A00000956,74,Monthly Issuance,2013-12-05,2013,12,5,2013-12-05
A00000597,41,Monthly Issuance,2013-12-05,2013,12,5,2013-12-05
A00003129,5,Monthly Issuance,2013-12-05,2013,12,5,2013-12-05
A00000884,2,Monthly Issuance,2013-12-07,2013,12,7,2013-12-07
A00004264,28,Monthly Issuance,2013-12-07,2013,12,7,2013-12-07
A00003223,1,Monthly Issuance,2013-12-07,2013,12,7,2013-12-07
A00000737,34,Monthly Issuance,2013-12-08,2013,12,8,2013-12-08
A00002306,38,Monthly Issuance,2013-12-08,2013,12,8,2013-12-08
A00001673,53,Monthly Issuance,2013-12-08,2013,12,8,2013-12-08
A00010663,11,Monthly Issuance,2013-12-08,2013,12,8,2013-12-08
A00003345,22,Monthly Issuance,2013-12-08,2013,12,8,2013-12-08
A00001970,8,Monthly Issuance,2013-12-08,2013,12,8,2013-12-08
A00002504,16,Monthly Issuance,2013-12-09,2013,12,9,2013-12-09
A00000358,12,Monthly Issuance,2013-12-09,2013,12,9,2013-12-09
A00002980,66,Monthly Issuance,2013-12-09,2013,12,9,2013-12-09
A00003918,53,Monthly Issuance,2013-12-09,2013,12,9,2013-12-09
A00001680,59,Monthly Issuance,2013-12-10,2013,12,10,2013-12-10
A00003039,1,Monthly Issuance,2013-12-10,2013,12,10,2013-12-10
A00003380,64,Monthly Issuance,2013-12-10,2013,12,10,2013-12-10
A00002128,22,Monthly Issuance,2013-12-10,2013,12,10,2013-12-10
A00000903,47,Monthly Issuance,2013-12-10,2013,12,10,2013-12-10
A00001762,28,Monthly Issuance,2013-12-11,2013,12,11,2013-12-11
A00000061,70,Monthly Issuance,2013-12-11,2013,12,11,2013-12-11
A00000391,36,Monthly Issuance,2013-12-11,2013,12,11,2013-12-11
A00002305,1,Monthly Issuance,2013-12-11,2013,12,11,2013-12-11
A00001588,67,Monthly Issuance,2013-12-11,2013,12,11,2013-12-11
A00000183,43,Monthly Issuance,2013-12-12,2013,12,12,2013-12-12
A00000365,74,Monthly Issuance,2013-12-12,2013,12,12,2013-12-12
A00002476,32,Monthly Issuance,2013-12-12,2013,12,12,2013-12-12
A00000347,65,Monthly Issuance,2013-12-13,2013,12,13,2013-12-13
A00001877,76,Monthly Issuance,2013-12-13,2013,12,13,2013-12-13
A00003196,1,Monthly Issuance,2013-12-13,2013,12,13,2013-12-13
A00002928,55,Monthly Issuance,2013-12-14,2013,12,14,2013-12-14
A00001225,4,Monthly Issuance,2013-12-14,2013,12,14,2013-12-14
A00003825,7,Monthly Issuance,2013-12-14,2013,12,14,2013-12-14
A00000180,55,Weekly Issuance,2013-12-14,2013,12,14,2013-12-14
A00002813,24,Monthly Issuance,2013-12-15,2013,12,15,2013-12-15
A00001605,72,Monthly Issuance,2013-12-16,2013,12,16,2013-12-16
A00001792,7,Monthly Issuance,2013-12-16,2013,12,16,2013-12-16
A00001604,54,Monthly Issuance,2013-12-16,2013,12,16,2013-12-16
A00000883,1,Monthly Issuance,2013-12-17,2013,12,17,2013-12-17
A00000441,27,Weekly Issuance,2013-12-17,2013,12,17,2013-12-17
A00003429,73,Monthly Issuance,2013-12-17,2013,12,17,2013-12-17
A00004514,69,Monthly Issuance,2013-12-18,2013,12,18,2013-12-18
A00001088,32,Monthly Issuance,2013-12-19,2013,12,19,2013-12-19
A00003094,56,Monthly Issuance,2013-12-20,2013,12,20,2013-12-20
A00001768,15,Monthly Issuance,2013-12-20,2013,12,20,2013-12-20
A00002768,73,Monthly Issuance,2013-12-20,2013,12,20,2013-12-20
A00002257,57,Monthly Issuance,2013-12-21,2013,12,21,2013-12-21
A00001882,1,Monthly Issuance,2013-12-21,2013,12,21,2013-12-21
A00000719,30,Monthly Issuance,2013-12-21,2013,12,21,2013-12-21
A00005092,74,Monthly Issuance,2013-12-21,2013,12,21,2013-12-21
A00003292,1,Monthly Issuance,2013-12-21,2013,12,21,2013-12-21
A00003604,75,Monthly Issuance,2013-12-22,2013,12,22,2013-12-22
A00002733,76,Monthly Issuance,2013-12-22,2013,12,22,2013-12-22
A00003669,76,Monthly Issuance,2013-12-22,2013,12,22,2013-12-22
A00001940,52,Monthly Issuance,2013-12-22,2013,12,22,2013-12-22
A00003056,55,Monthly Issuance,2013-12-22,2013,12,22,2013-12-22
A00001419,33,Monthly Issuance,2013-12-22,2013,12,22,2013-12-22
A00002971,76,Weekly Issuance,2013-12-23,2013,12,23,2013-12-23
A00001959,62,Monthly Issuance,2013-12-24,2013,12,24,2013-12-24
A00003164,33,Monthly Issuance,2013-12-24,2013,12,24,2013-12-24
A00003197,1,Monthly Issuance,2013-12-25,2013,12,25,2013-12-25
A00002770,42,Monthly Issuance,2013-12-25,2013,12,25,2013-12-25
A00007944,59,Monthly Issuance,2013-12-27,2013,12,27,2013-12-27
A00001080,55,Monthly Issuance,2013-12-27,2013,12,27,2013-12-27
A00006148,74,Monthly Issuance,2013-12-27,2013,12,27,2013-12-27
A00002010,1,Monthly Issuance,2013-12-27,2013,12,27,2013-12-27
A00003135,72,Monthly Issuance,2013-12-27,2013,12,27,2013-12-27
A00001098,47,Monthly Issuance,2013-12-28,2013,12,28,2013-12-28
A00000100,41,Monthly Issuance,2013-12-28,2013,12,28,2013-12-28
A00002913,8,Monthly Issuance,2013-12-28,2013,12,28,2013-12-28
A00001153,35,Monthly Issuance,2013-12-29,2013,12,29,2013-12-29
A00001635,19,Monthly Issuance,2013-12-29,2013,12,29,2013-12-29
A00002842,14,Monthly Issuance,2013-12-29,2013,12,29,2013-12-29
A00003759,1,Monthly Issuance,2013-12-29,2013,12,29,2013-12-29
A00003594,29,Monthly Issuance,2013-12-30,2013,12,30,2013-12-30
A00002778,38,Monthly Issuance,2013-12-30,2013,12,30,2013-12-30
A00002161,15,Weekly Issuance,2013-12-30,2013,12,30,2013-12-30
A00002789,14,Monthly Issuance,2014-01-01,2014,1,1,2014-01-01
A00001552,18,Monthly Issuance,2014-01-02,2014,1,2,2014-01-02
A00000628,72,Monthly Issuance,2014-01-03,2014,1,3,2014-01-03
A00001458,29,Monthly Issuance,2014-01-03,2014,1,3,2014-01-03
A00002673,34,Monthly Issuance,2014-01-04,2014,1,4,2014-01-04
A00001788,1,Monthly Issuance,2014-01-04,2014,1,4,2014-01-04
A00001193,29,Monthly Issuance,2014-01-05,2014,1,5,2014-01-05
A00000969,19,Monthly Issuance,2014-01-08,2014,1,8,2014-01-08
A00001512,1,Monthly Issuance,2014-01-08,2014,1,8,2014-01-08
A00003997,62,Monthly Issuance,2014-01-13,2014,1,13,2014-01-13
A00002179,1,Weekly Issuance,2014-01-14,2014,1,14,2014-01-14
A00001164,35,Monthly Issuance,2014-01-14,2014,1,14,2014-01-14
A00004774,66,Monthly Issuance,2014-01-14,2014,1,14,2014-01-14
A00004413,74,Weekly Issuance,2014-01-15,2014,1,15,2014-01-15
A00001824,52,Monthly Issuance,2014-01-17,2014,1,17,2014-01-17
A00001231,7,Monthly Issuance,2014-01-18,2014,1,18,2014-01-18
A00002664,58,Monthly Issuance,2014-01-20,2014,1,20,2014-01-20
A00001627,1,Monthly Issuance,2014-01-20,2014,1,20,2014-01-20
A00009104,10,Monthly Issuance,2014-01-21,2014,1,21,2014-01-21
A00002326,70,Monthly Issuance,2014-01-24,2014,1,24,2014-01-24
A00004356,47,Monthly Issuance,2014-01-26,2014,1,26,2014-01-26
A00003667,55,Monthly Issuance,2014-01-26,2014,1,26,2014-01-26
A00000742,77,Monthly Issuance,2014-01-28,2014,1,28,2014-01-28
A00002538,42,Monthly Issuance,2014-01-30,2014,1,30,2014-01-30
A00000127,29,Monthly Issuance,2014-02-02,2014,2,2,2014-02-02
A00000726,76,Monthly Issuance,2014-02-03,2014,2,3,2014-02-03
A00004907,42,Monthly Issuance,2014-02-06,2014,2,6,2014-02-06
A00002628,64,Issuance After Transaction,2014-02-06,2014,2,6,2014-02-06
A00003898,70,Monthly Issuance,2014-02-07,2014,2,7,2014-02-07
A00006472,61,Monthly Issuance,2014-02-08,2014,2,8,2014-02-08
A00001770,65,Monthly Issuance,2014-02-08,2014,2,8,2014-02-08
A00002472,60,Monthly Issuance,2014-02-08,2014,2,8,2014-02-08
A00001159,49,Monthly Issuance,2014-02-09,2014,2,9,2014-02-09
A00004418,66,Monthly Issuance,2014-02-09,2014,2,9,2014-02-09
A00001470,19,Monthly Issuance,2014-02-10,2014,2,10,2014-02-10
A00001813,47,Monthly Issuance,2014-02-11,2014,2,11,2014-02-11
A00004416,14,Monthly Issuance,2014-02-12,2014,2,12,2014-02-12
A00002315,75,Monthly Issuance,2014-02-13,2014,2,13,2014-02-13
A00003876,69,Monthly Issuance,2014-02-13,2014,2,13,2014-02-13
A00004329,1,Monthly Issuance,2014-02-17,2014,2,17,2014-02-17
A00003184,1,Monthly Issuance,2014-02-18,2014,2,18,2014-02-18
A00000370,25,Monthly Issuance,2014-02-18,2014,2,18,2014-02-18
A00001317,56,Monthly Issuance,2014-02-18,2014,2,18,2014-02-18
A00002675,1,Monthly Issuance,2014-02-19,2014,2,19,2014-02-19
A00003840,76,Monthly Issuance,2014-02-19,2014,2,19,2014-02-19
A00004009,56,Monthly Issuance,2014-02-20,2014,2,20,2014-02-20
A00003886,1,Monthly Issuance,2014-02-20,2014,2,20,2014-02-20
A00003445,1,Monthly Issuance,2014-02-22,2014,2,22,2014-02-22
A00002482,1,Monthly Issuance,2014-02-23,2014,2,23,2014-02-23
A00002361,28,Monthly Issuance,2014-02-25,2014,2,25,2014-02-25
A00000974,29,Monthly Issuance,2014-02-25,2014,2,25,2014-02-25
A00002959,8,Monthly Issuance,2014-02-25,2014,2,25,2014-02-25
A00001880,76,Monthly Issuance,2014-02-25,2014,2,25,2014-02-25
A00003355,70,Monthly Issuance,2014-02-26,2014,2,26,2014-02-26
A00002501,30,Monthly Issuance,2014-02-26,2014,2,26,2014-02-26
A00001073,73,Monthly Issuance,2014-02-27,2014,2,27,2014-02-27
A00008558,1,Issuance After Transaction,2014-02-27,2014,2,27,2014-02-27
A00003101,1,Monthly Issuance,2014-02-27,2014,2,27,2014-02-27
A00002568,17,Monthly Issuance,2014-03-02,2014,3,2,2014-03-02
